code,name_english,description_english,name_french,description_french
47-507,"Roustabouts, Oil and Gas",,"Roustabouts, Pétrole et gaz",
47-5071,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,"Roustabouts, Pétrole et gaz",Assemblez ou réparez de l'équipement de champ pétrolifère à l'aide d'outils manuels et électriques. Effectuez d'autres tâches au besoin.
47-508,Helpers--Extraction Workers,,Aides - Travailleurs de l'extraction,
47-5081,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area. Apprentice workers are classified with the appropriate skilled construction trade occupation (47-2011 through 47-2231).",Aides - Travailleurs de l'extraction,"Aider les travailleurs des embarcations d'extraction, tels que les foreurs de terre, les dynamiteurs et les explosifs, les opérateurs de derricks et les opérateurs de machines minières, en effectuant des tâches nécessitant moins de compétences. Les tâches comprennent la fourniture d'équipement ou le nettoyage de la zone de travail. Les apprentis sont classés selon la profession spécialisée appropriée dans les métiers de la construction (47-2011 à 47-2231)."
47-509,Miscellaneous Extraction Workers,,Travailleurs de l'extraction divers,
47-5099,"Extraction Workers, All Other",All extraction workers not listed separately.,"Travailleurs de l'extraction, tous les autres",Tous les travailleurs de l'extraction ne sont pas répertoriés séparément.
49-1,"Supervisors of Installation, Maintenance, and Repair Workers",,"Superviseurs des travailleurs de l'installation, de l'entretien et de la réparation",
49-101,"First-Line Supervisors of Mechanics, Installers, and Repairers",,"Superviseurs de première ligne des mécaniciens, installateurs et réparateurs",
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers. May also advise customers on recommended services. Excludes team or work leaders.","Superviseurs de première ligne des mécaniciens, installateurs et réparateurs","Superviser et coordonner directement les activités des mécaniciens, des installateurs et des réparateurs. Peut également conseiller les clients sur les services recommandés. Exclut les chefs d'équipe ou de travail."
49-2,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",,"Mécaniciens, installateurs et réparateurs d'équipement électrique et électronique",
49-201,"Computer, Automated Teller, and Office Machine Repairers",,"Réparateurs d'ordinateurs, de guichets automatiques et de machines de bureau",
49-2011,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.","Réparateurs d'ordinateurs, de guichets automatiques et de machines de bureau","Réparer, entretenir ou installer des ordinateurs, des systèmes de traitement de texte, des guichets automatiques et des appareils de bureau électroniques, tels que des appareils de duplication et des télécopieurs."
49-202,Radio and Telecommunications Equipment Installers and Repairers,,Installateurs et réparateurs d'équipements de radio et de télécommunications,
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install, or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.","Installateurs et réparateurs d'équipement radio, cellulaire et de tour","Réparer, installer ou entretenir de l'équipement mobile ou stationnaire d'émission, de radiodiffusion et de réception radio, ainsi que des systèmes de radiocommunications bidirectionnels utilisés dans les télécommunications cellulaires, la large bande mobile, les communications navire-terre, avion-sol et l'équipement radio dans les véhicules de service et d'urgence. Peut tester et analyser la couverture du réseau."
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings. Excludes ""Telecommunications Line Installers and Repairers"" (49-9052).","Installateurs et réparateurs de matériel de télécommunications, à l'exception des installateurs de ligne","Installez, configurez, réorganisez ou retirez les équipements de commutation, de distribution, de routage et de numérotation utilisés dans les bureaux centraux ou les têtes de réseau. Entretenir ou réparer le téléphone, la télévision par câble, Internet et tout autre équipement de communication sur la propriété des clients. Peut installer de l'équipement de communication ou du câblage de communication dans les bâtiments. Exclut les « installateurs et réparateurs de lignes de télécommunications » (49-9052)."
49-209,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",,"Divers mécaniciens, installateurs et réparateurs d'équipement électrique et électronique",
49-2091,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",Techniciens en avionique,"Installer, inspecter, tester, ajuster ou réparer l'équipement avionique, tel que les systèmes radar, radio, de navigation et de contrôle des missiles dans les aéronefs ou les véhicules spatiaux."
49-2092,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches.","Moteur électrique, outil électrique et réparateurs connexes","Réparez, entretenez ou installez des moteurs électriques, du câblage ou des interrupteurs."
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment. Excludes ""Avionics Technicians"" (49-2091) and ""Electronic Equipment Installers and Repairers, Motor Vehicles"" (49-2096).","Installateurs et réparateurs électriques et électroniques, matériel de transport","Installer, ajuster ou entretenir de l'équipement de communication électronique mobile, y compris des systèmes de sonorisation, de sonar, de sécurité, de navigation et de surveillance dans les trains, les embarcations ou tout autre équipement mobile. Exclut les « techniciens en avionique » (49-2091) et les « installateurs et réparateurs d'équipement électronique, véhicules automobiles » (49-2096)."
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas. Excludes ""Avionics Technicians"" (49-2091), ""Electrical and Electronics Installers and Repairers, Transportation Equipment"" (49-2093), and ""Electronic Equipment Installers and Repairers, Motor Vehicles"" (49-2096).","Réparateurs électriques et électroniques, équipement commercial et industriel","Réparez, testez, ajustez ou installez des équipements électroniques, tels que des commandes industrielles, des émetteurs et des antennes. Exclut les « techniciens en avionique » (49-2091), les « installateurs et réparateurs électriques et électroniques, matériel de transport » (49-2093) et les « installateurs et réparateurs d'équipement électronique, véhicules automobiles » (49-2096)."
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.","Réparateurs électriques et électroniques, centrales électriques, sous-stations et relais","Inspecter, tester, réparer ou entretenir l'équipement électrique dans les centrales, les sous-stations et les relais en service."
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.","Installateurs et réparateurs d'équipement électronique, véhicules automobiles","Installer, diagnostiquer ou réparer de l'équipement de communication, de sonorisation, de sécurité ou de navigation dans les véhicules automobiles."
49-2097,Audiovisual Equipment Installers and Repairers,"Install, repair, or adjust audio or television receivers, stereo systems, camcorders, video systems, or other electronic entertainment equipment in homes or other venues. May perform routine maintenance. Excludes ""Audio and Video Technicians"" (27-4011).",Installateurs et réparateurs d'équipement audiovisuel,"Installez, réparez ou ajustez des récepteurs audio ou de télévision, des systèmes stéréo, des caméscopes, des systèmes vidéo ou d'autres équipements de divertissement électronique dans les maisons ou autres lieux. Peut effectuer un entretien de routine. Exclut les « techniciens audio et vidéo » (27-4011)."
49-2098,Security and Fire Alarm Systems Installers,"Install, program, maintain, and repair security and fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes. Excludes ""Electricians"" (47-2111) who do a broad range of electrical wiring.",Installateurs de systèmes de sécurité et d'alarme incendie,"Installer, programmer, entretenir et réparer le câblage et l'équipement de sécurité et d'alarme incendie. S'assurer que le travail est conforme aux codes pertinents. Exclut les « électriciens » (47-2111) qui effectuent une vaste gamme de câblage électrique."
49-3,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",,"Mécaniciens, installateurs et réparateurs de véhicules et d'équipements mobiles",
49-301,Aircraft Mechanics and Service Technicians,,Mécaniciens d'aéronefs et techniciens de service,
49-3011,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Excludes ""Avionics Technicians"" (49-2091).",Mécaniciens d'aéronefs et techniciens de service,"Diagnostiquer, ajuster, réparer ou réviser les moteurs et les assemblages d'aéronefs, tels que les systèmes hydrauliques et pneumatiques. À l'exclusion des « techniciens en avionique » (49-2091)."
49-302,Automotive Technicians and Repairers,,Techniciens et réparateurs automobiles,
49-3021,Automotive Body and Related Repairers,"Repair and refinish automotive vehicle bodies and straighten vehicle frames. Excludes ""Automotive Glass Installers and Repairers"" (49-3022) and ""Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"" (51-9124).",Carrosserie automobile et réparateurs connexes,"Réparer et refaire la carrosserie des véhicules automobiles et redresser les cadres des véhicules. Exclut les « installateurs et réparateurs de vitres automobiles » (49-3022) et les « régleurs, opérateurs et soumissionnaires de machines de revêtement, de peinture et de pulvérisation » (51-9124)."
49-3022,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.,Installateurs et réparateurs de verre automobile,Remplacer ou réparer les pare-brise et les vitres brisés dans les véhicules automobiles.
49-3023,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles. Excludes ""Automotive Body and Related Repairers"" (49-3021), ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031), and ""Electronic Equipment Installers and Repairers, Motor Vehicles"" (49-2096).",Techniciens et mécaniciens de service automobile,"Diagnostiquer, ajuster, réparer ou réviser des véhicules automobiles. Exclut les « réparateurs de carrosseries automobiles et les réparateurs connexes » (49-3021), les « mécaniciens d'autobus et de camions et spécialistes des moteurs diesel » (49-3031) et les « installateurs et réparateurs d'équipement électronique, véhicules automobiles » (49-2096)."
49-303,Bus and Truck Mechanics and Diesel Engine Specialists,,Mécaniciens d'autobus et de camions et spécialistes des moteurs diesel,
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",Mécaniciens d'autobus et de camions et spécialistes des moteurs diesel,"Diagnostiquer, ajuster, réparer ou réviser des autobus et des camions, ou entretenir et réparer tout type de moteur diesel. Comprend les mécaniciens travaillant principalement avec des moteurs diesel automobiles ou marins."
49-304,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,,Techniciens et mécaniciens de service de véhicules lourds et d'équipement mobile,
49-3041,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems. Excludes ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031).",Mécaniciens et techniciens de service en équipement agricole,"Diagnostiquer, ajuster, réparer ou réviser les machines agricoles et les véhicules, tels que les tracteurs, les moissonneuses, l'équipement laitier et les systèmes d'irrigation. Exclut « Mécaniciens d'autobus et de camions et spécialistes des moteurs diesel » (49-3031)."
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining. Excludes ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031) and ""Rail Car Repairers"" (49-3043).","Mécanique mobile d'équipement lourd, à l'exception des moteurs","Diagnostiquer, ajuster, réparer ou réviser l'équipement mécanique, hydraulique et pneumatique mobile, tel que les grues, les bulldozers, les niveleuses et les convoyeurs, utilisés dans la construction, l'exploitation forestière et l'exploitation minière. Exclut les « mécaniciens d'autobus et de camions et les spécialistes des moteurs diesel » (49-3031) et les « réparateurs de wagons » (49-3043)."
49-3043,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars. Excludes ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031).",Réparateurs de wagons,"Diagnostiquer, ajuster, réparer ou réviser le matériel roulant ferroviaire, les wagons de mine ou les wagons de transport en commun. Exclut « Mécaniciens d'autobus et de camions et spécialistes des moteurs diesel » (49-3031)."
49-305,Small Engine Mechanics,,Mécanique des petits moteurs,
49-3051,Motorboat Mechanics and Service Technicians,"Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines. Excludes ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031).",Mécaniciens et techniciens de service de bateaux à moteur,Réparer et régler l'équipement électrique et mécanique des moteurs de bateaux in-bord ou in-bord-outboard. Exclut « Mécaniciens d'autobus et de camions et spécialistes des moteurs diesel » (49-3031).
49-3052,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",Mécanique de moto,"Diagnostiquer, ajuster, réparer ou réviser des motocyclettes, des scooters, des cyclomoteurs, des motos tout-terrain ou des véhicules motorisés similaires."
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment, and related equipment.",Équipement électrique extérieur et autres mécaniciens de petits moteurs,"Diagnostiquer, ajuster, réparer ou réviser les petits moteurs utilisés pour alimenter les tondeuses à gazon, les scies à chaîne, l'équipement sportif récréatif et l'équipement connexe."
49-309,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",,"Divers mécaniciens, installateurs et réparateurs de véhicules et d'équipements mobiles",
49-3091,Bicycle Repairers,Repair and service bicycles.,Réparateurs de vélos,Réparation et entretien de vélos.
49-3092,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions. Excludes ""Automotive Service Technicians and Mechanics"" (49-3023) and ""Bus and Truck Mechanics and Diesel Engine Specialists"" (49-3031) who also work on recreation vehicles.",Techniciens d'entretien de véhicules récréatifs,"Diagnostiquer, inspecter, ajuster, réparer ou réviser les véhicules récréatifs, y compris les roulottes de voyage. Peut se spécialiser dans l'entretien des systèmes de gaz, électriques, hydrauliques, de plomberie ou de châssis / remorquage ainsi que dans la réparation de génératrices, d'appareils électroménagers et de composants intérieurs. Comprend les travailleurs qui effectuent des conversions de fourgonnettes personnalisées. Exclut les « techniciens et mécaniciens d'entretien automobile » (49-3023) et les « mécaniciens d'autobus et de camions et spécialistes des moteurs diesel » (49-3031) qui travaillent également sur des véhicules récréatifs."
49-3093,Tire Repairers and Changers,Repair and replace tires.,Réparateurs et changeurs de pneus,Réparer et remplacer les pneus.
49-9,"Other Installation, Maintenance, and Repair Occupations",,"Autres professions liées à l'installation, à l'entretien et à la réparation",
49-901,Control and Valve Installers and Repairers,,Installateurs et réparateurs de commandes et de vannes,
49-9011,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",Réparateurs de portes mécaniques,"Installer, entretenir ou réparer des mécanismes de porte automatiques et des portes hydrauliques. Comprend la mécanique des portes de garage."
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.","Installateurs et réparateurs de vannes et de commande, à l'exception des portes mécaniques","Installez, réparez et entretenez des dispositifs mécaniques de régulation et de contrôle, tels que des compteurs électriques, des régulateurs de gaz, des thermostats, des soupapes de sécurité et de débit et d'autres régulateurs mécaniques."
49-902,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,"Mécaniciens et installateurs de chauffage, de climatisation et de réfrigération",
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, HVAC, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.","Mécaniciens et installateurs de chauffage, de climatisation et de réfrigération","Installez ou réparez des systèmes de chauffage, de climatisation centrale, de CVC ou de réfrigération, y compris des brûleurs à mazout, des fournaises à air chaud et des poêles de chauffage."
49-903,Home Appliance Repairers,,Réparateurs d'appareils électroménagers,
49-9031,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",Réparateurs d'appareils électroménagers,"Réparez, ajustez ou installez tous les types d'appareils électroménagers ou à gaz, tels que les réfrigérateurs, les laveuses, les sécheuses et les fours."
49-904,"Industrial Machinery Installation, Repair, and Maintenance Workers",,"Travailleurs de l'installation, de la réparation et de l'entretien des machines industrielles",
49-9041,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems. May also install, dismantle, or move machinery and heavy equipment according to plans. Excludes ""Mobile Heavy Equipment Mechanics, Except Engines"" (49-3042), and ""Maintenance Workers, Machinery"" (49-9043).",Mécanique des machines industrielles,"Réparer, installer, ajuster ou entretenir des machines de production et de traitement industrielles ou des systèmes de distribution de raffineries et de pipelines. Peut également installer, démonter ou déplacer de la machinerie et de l'équipement lourd selon les plans. Exclut « Mécaniciens mobiles d'équipement lourd, à l'exception des moteurs » (49-3042) et « Travailleurs d'entretien, machinerie » (49-9043)."
49-9043,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance. Excludes ""Maintenance and Repair Workers, General"" (49-9071).","Travailleurs d'entretien, Machines","Lubrifiez les machines, changez les pièces ou effectuez d'autres travaux d'entretien de routine. Exclut les « travailleurs de l'entretien et de la réparation, général » (49-9071)."
49-9044,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",Millwrights,"Installez, démontez ou déplacez de la machinerie et de l'équipement lourd selon des plans d'aménagement, des plans ou d'autres dessins."
49-9045,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits, and ovens, using refractory materials.","Réparateurs de matériaux réfractaires, à l'exception des maçons","Construire ou réparer de l'équipement tel que des fours, des fours, des coupoles, des chaudières, des convertisseurs, des poches, des fosses de trempage et des fours, en utilisant des matériaux réfractaires."
49-905,Line Installers and Repairers,,Installateurs et réparateurs de ligne,
49-9051,Electrical Power-Line Installers and Repairers,"Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers. Excludes ""Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"" (49-2095).",Installateurs et réparateurs de lignes électriques,"Installer ou réparer les câbles ou les fils utilisés dans les systèmes d'alimentation ou de distribution électriques. Peut ériger des poteaux et des tours de transmission légères ou lourdes. Exclut les « réparateurs électriques et électroniques, centrales électriques, sous-stations et relais » (49-2095)."
49-9052,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",Installateurs et réparateurs de lignes de télécommunications,"Installer et réparer des câbles de télécommunications, y compris des câbles à fibre optique."
49-906,Precision Instrument and Equipment Repairers,,Réparateurs d'instruments et d'équipements de précision,
49-9061,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",Réparateurs d'appareils photo et d'équipement photographique,"Réparer et ajuster les caméras et l'équipement photographique, y compris l'équipement de caméra vidéo et cinématographique commerciale."
49-9062,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",Réparateurs d'équipement médical,"Tester, ajuster ou réparer l'équipement biomédical ou électromédical."
49-9063,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning. Excludes ""Audiovisual Equipment Installers and Repairers"""" (49-2097) who repair electrical and electronic musical instrument",Réparateurs et accordeurs d'instruments de musique,"Réparez les percussions, les cordes, les anches ou les instruments à vent. Peut se spécialiser dans un domaine, comme l'accord du piano. À l'exclusion des « installateurs et réparateurs de matériel audiovisuel » (49-2097) qui réparent des instruments de musique électriques et électroniques"
49-9064,Watch and Clock Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers. Excludes """"Timing Device Assemblers and Adjusters"" (51-2061",Réparateurs de montres et d'horloges,"Réparez, nettoyez et ajustez les mécanismes des instruments de chronométrage, tels que les montres et les horloges. Comprend les horlogers, les techniciens horlogers et les réparateurs de montres mécaniques. À l'exclusion des « assembleurs et ajusteurs de dispositifs de chronométrage » (51-2061)"
49-9069,"Precision Instrument and Equipment Repairers, All Other",All precision instrument and equipment repairers not listed separately.,"Réparateurs d'instruments et d'équipements de précision, tous les autres",Tous les réparateurs d'instruments et d'équipements de précision ne sont pas répertoriés séparément.
49-907,"Maintenance and Repair Workers, General",,"Travailleurs de l'entretien et de la réparation, Généralités",
49-9071,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of a building in repair. Duties may involve pipe fitting; HVAC maintenance; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs. Excludes ""Facilities Managers"" (11-3013) and ""Maintenance Workers, Machinery"" (49-9043).","Travailleurs de l'entretien et de la réparation, Généralités","Effectuer des travaux impliquant les compétences de deux ou plusieurs travaux d'entretien ou d'artisanat pour maintenir en réparation des machines, de l'équipement mécanique ou la structure d'un bâtiment. Les tâches peuvent impliquer le raccord de tuyauterie; Entretien CVC; isolant; soudage; usinage; menuiserie; la réparation d'équipements électriques ou mécaniques; l'installation, l'alignement et l'équilibrage de nouveaux équipements; et la réparation de bâtiments, d'étages ou d'escaliers. Exclut les « gestionnaires des installations » (11-3013) et les « travailleurs d'entretien, machines » (49-9043)."
49-908,Wind Turbine Service Technicians,,Techniciens d'entretien d'éoliennes,
49-9081,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",Techniciens d'entretien d'éoliennes,"Inspectez, diagnostiquez, ajustez ou réparez les éoliennes. Effectuer la maintenance de l'équipement des éoliennes, y compris la résolution des dysfonctionnements électriques, mécaniques et hydrauliques."
49-909,"Miscellaneous Installation, Maintenance, and Repair Workers",,"Divers travailleurs de l'installation, de l'entretien et de la réparation",
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.","Réparateurs et réparateurs de pièces de monnaie, de distributeurs automatiques et de machines d'amusement","Installer, entretenir, ajuster ou réparer des machines à sous, des distributeurs automatiques ou des jeux d'amusement, y compris des jeux vidéo, des juke-box, des flippers ou des machines à sous."
49-9092,Commercial Divers,"Work below surface of water, using surface-supplied air or scuba equipment to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life. Excludes ""Athletes and Sports Competitors"" (27-2021), ""Police and Sheriff's Patrol Officers"" (33-3051), and ""Fishing and Hunting Workers"" (45-3031).",Plongeurs commerciaux,"Travailler sous la surface de l'eau, en utilisant de l'air ou de l'équipement de plongée fournis en surface pour inspecter, réparer, enlever ou installer de l'équipement et des structures. Peut utiliser une variété d'outils électriques et manuels, tels que des perceuses, des marteaux, des torches et du matériel de soudage. Peut effectuer des essais ou des expériences, des engins explosifs de forage ou photographier des structures ou de la vie marine. Exclut les « athlètes et compétiteurs sportifs » (27-2021), les « agents de patrouille de la police et du shérif » (33-3051) et les « travailleurs de la pêche et de la chasse » (45-3031)."
49-9094,Locksmiths and Safe Repairers,"Repair and open locks, make keys, change locks and safe combinations, and install and repair safes.",Serruriers et réparateurs sécuritaires,"Réparez et ouvrez les serrures, fabriquez des clés, changez les serrures et les combinaisons de sécurité, et installez et réparez les coffres-forts."
49-9095,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.,Installateurs de bâtiments et de maisons mobiles préfabriqués,Déplacer ou installer des maisons mobiles ou des bâtiments préfabriqués.
49-9096,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry.",Gréeurs,"Mettre en place ou réparer des gréements pour des projets de construction, des usines de fabrication, des chantiers forestiers, des navires et des chantiers navals, ou pour l'industrie du divertissement."
49-9097,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system.",Réparateurs d'interrupteurs de signal et de voie,"Installer, inspecter, tester, entretenir ou réparer des passages à niveau électriques, des signaux, de l'équipement de signalisation, des aiguillages de voie, des lignes de section ou des systèmes d'intercommunications dans un système ferroviaire."
49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers.","Aides - Travailleurs de l'installation, de l'entretien et de la réparation","Aider les travailleurs de l'installation, de l'entretien et de la réparation dans l'entretien, le remplacement des pièces et la réparation des véhicules, des machines industrielles et des équipements électriques et électroniques. Effectuer des tâches telles que fournir des outils, des matériaux et des fournitures à d'autres travailleurs; nettoyer la zone de travail, les machines et les outils; et la détention de matériaux ou d'outils pour d'autres travailleurs."
49-9099,"Installation, Maintenance, and Repair Workers, All Other","All installation, maintenance, and repair workers not listed separately.","Travailleurs de l'installation, de l'entretien et de la réparation, tous les autres","Tous les travailleurs de l'installation, de l'entretien et de la réparation ne sont pas répertoriés séparément."
51-1,Supervisors of Production Workers,,Superviseurs des travailleurs de la production,
51-101,First-Line Supervisors of Production and Operating Workers,,Superviseurs de première ligne des travailleurs de la production et de l'exploitation,
51-1011,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators. Excludes team or work leaders.",Superviseurs de première ligne des travailleurs de la production et de l'exploitation,"Superviser et coordonner directement les activités des travailleurs de la production et de l'exploitation, tels que les inspecteurs, les travailleurs de précision, les régleurs et les opérateurs de machines, les assembleurs, les fabricants et les opérateurs d'usine et de système. Exclut les chefs d'équipe ou de travail."
51-2,Assemblers and Fabricators,,Assembleurs et fabricants,
51-201,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,"Structure d'aéronef, surfaces, gréement et assembleurs de systèmes",
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems.","Structure d'aéronef, surfaces, gréement et assembleurs de systèmes","Assemblez, ajustez, fixez et installez des pièces d'avions, de véhicules spatiaux ou de missiles, telles que des queues, des ailes, un fuselage, des cloisons, des stabilisateurs, des trains d'atterrissage, des équipements de gréement et de contrôle ou des systèmes de chauffage et de ventilation."
51-202,"Electrical, Electronics, and Electromechanical Assemblers",,"Assembleurs électriques, électroniques et électromécaniques",
51-2021,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment.","Enrouleurs de bobines, coniques et finisseurs","Bobines de fil éolien utilisées dans les composants électriques, tels que les résistances et les transformateurs, et dans les équipements et instruments électriques, tels que les noyaux de terrain, les bobines, les noyaux d'armature, les moteurs électriques, les générateurs et les équipements de contrôle."
51-2022,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries.",Assembleurs d'équipements électriques et électroniques,"Assemblez ou modifiez des équipements électriques ou électroniques, tels que des ordinateurs, des systèmes de télémesure d'équipement de test, des moteurs électriques et des batteries."
