code,name_english,name_french
45-2093,Cattle Brander,Brander de bovins
45-2093,Sheep Shearer,Tondeur de moutons
45-2093,Shrimp Pond Laborer,Ouvrier de l'étang de crevettes
45-2099,Crop Scout,Scout des cultures
45-2099,Irrigation Worker,Travailleur de l'irrigation
45-3031,Bird Trapper,Trappeur d'oiseaux
45-3031,Deer Hunter,Chasseur de cerfs
45-3031,Predatory Animal Trapper,Trappeur d'animaux prédateurs
45-3031,Seaweed Harvester,Récolteuse d'algues
45-3031,Wild Oyster Harvester,Récolteuse d'huîtres sauvages
45-4011,Forestry Laborer,Ouvrier forestier
45-4011,Rangelands Conservation Laborer,Ouvrier de la conservation des parcours
45-4011,Reforestation Worker,Travailleur du reboisement
45-4011,Wetlands Conservation Laborer,Travailleur de la conservation des zones humides
45-4021,Lumberjack,Bûcheron
45-4021,Pulpwood Cutter,Coupe-bois à pâte
45-4021,Timber Cutter,Coupe-bois
45-4022,Grapple Skidder Operator,Opérateur de débardeur à grappin
45-4022,Log Hauler,Transporteur de bûches
45-4022,Logging Tractor Operator,Exploitant de tracteur forestier
45-4022,Lumber Stacker Operator,Opérateur de gerbeur de bois
45-4023,Log Check Scaler,Log Check Scaler
45-4023,Timber Estimator,Estimateur de bois
45-4023,Veneer Grader,Niveleuse de placage
45-4029,Log Roper,Corde à bûches
45-4029,Rigging Slinger,Slinger de gréement
45-4029,Timber Hand,Main en bois
47-1011,Carpenter Supervisor,Superviseur charpentier
47-1011,Quarry Boss,Boss de carrière
47-1011,Rig Supervisor,Superviseur de plate-forme
47-1011,Solar Panel Installation Supervisor,Superviseur de l'installation de panneaux solaires
47-2011,Boiler Installer,Installateur de chaudière
47-2011,Boiler Mechanic,Mécanicien de chaudière
47-2011,Boiler Tester,Testeur de chaudière
47-2021,Adobe Layer,Calque Adobe
47-2021,Brick Chimney Builder,Constructeur de cheminée en brique
47-2021,Refractory Bricklayer,Maçon réfractaire
47-2022,Curbstone Setter,Curbstone Setter
47-2022,Granite Setter,Setter de granit
47-2022,Monument Mason,Monument Maçon
47-2031,Building Carpenter,Charpentier de bâtiment
47-2031,Custom Wood Stair Builder,Constructeur d'escaliers en bois sur mesure
47-2031,Wood Floor Layer,Couche de plancher de bois
47-2041,Carpet Layer,Couche de tapis
47-2041,Wall-to-Wall Carpet Installer,Installateur de tapis mur à mur
47-2042,Composition Floor Layer,Composition Couche de sol
47-2042,Cork Floor Installer,Installateur de sol en liège
47-2042,Linoleum Installer,Installateur de linoléum
47-2042,Shock-Absorption Floor Layer,Couche de sol à absorption de choc
47-2043,Floor Sanding Machine Operator,Opérateur de ponceuse de sol
47-2043,Floor Scraper,Grattoir de sol
47-2043,Hardwood Finisher,Finisseur de bois franc
47-2044,Ceramic Tile Installer,Installateur de carreaux de céramique
47-2044,Hard Tile Setter,Régleur de tuiles dures
47-2044,Marble Ceiling Installer,Installateur de plafond en marbre
47-2044,Parquet Floor Layer,Couche de parquet
47-2051,Cement Patcher,Patcher de ciment
47-2051,Concrete Floor Installer,Installateur de plancher en béton
47-2051,Concrete Swimming Pool Installer,Installateur de piscine en béton
47-2053,Onyx-Chip Terrazzo Worker,Travailleur en terrazzo Onyx-Chip
47-2053,Terrazzo Grinder,Broyeur terrazzo
47-2053,Terrazzo Setter,Terrazzo Setter
47-2061,Air Hammer Operator,Opérateur de marteau à air
47-2061,Construction Craft Laborer,Ouvrier de construction
47-2061,Construction Trench Digger,Creuseur de tranchées de construction
47-2071,Asphalt Roller Operator,Opérateur de rouleaux d'asphalte
47-2071,Blacktop-Paver Operator,Opérateur Blacktop-Paver
47-2072,Hydraulic Pile Hammer Operator,Opérateur de marteau hydraulique
47-2072,Vibratory Pile Driver,Pilote de pile vibrante
47-2073,Construction Bulldozer Operator,Opérateur de bulldozer de construction
47-2073,Road Grader,Niveleuse
47-2073,Steam Shovel Operator,Opérateur de pelle à vapeur
47-2081,Acoustical Ceiling Installer,Installateur de plafond acoustique
47-2081,Drywall Finisher,Finisseur de cloisons sèches
47-2081,Sheet Rock Hanger,Cintre à feuilles
47-2082,Drywall Taper,Cloison sèche conique
47-2082,Sheet Rock Taper,Feuille Rock Taper
47-2082,Wall Taper,Conique murale
47-2111,Electrical Sign Wirer,Wirer de signalisation électrique
47-2111,Master Electrician,Maître électricien
47-2111,Solar Photovoltaic Electrician,Électricien solaire photovoltaïque
47-2121,Plate Glass Installer,Installateur de verre plat
47-2121,Stained Glass Joiner,Menuisier de vitraux
47-2131,Ceiling Insulation Blower,Ventilateur d'isolation de plafond
47-2131,Composition Weatherboard Installer,Composition Weatherboard Installer
47-2131,Interior Surface Insulation Worker,Travailleur en isolation de surface intérieure
47-2132,Boiler Coverer,Couvre-chaudière
47-2132,Pipe Coverer,Couvre-tuyaux
47-2132,Pipe Insulator,Isolateur de tuyaux
47-2141,Bridge Painter,Peintre de ponts
47-2141,House Painter,Peintre en bâtiment
47-2141,Traffic Line Painter,Peintre de lignes de circulation
47-2142,Billboard Poster,Affiche d'affichage
47-2142,Wall Covering Installer,Installateur de revêtement mural
47-2142,Wallpaperer,Fond d'écran
47-2151,Cast-Iron Drain Pipe Layer,Couche de tuyau de vidange en fonte
47-2151,Trench Pipe Layer,Couche de tuyau de tranchée
47-2151,Water Main Pipe Layer,Couche de conduite principale d'eau
47-2152,Fire Sprinkler Installer,Installateur de gicleurs d'incendie
47-2152,Solar Thermal Installer,Installateur solaire thermique
47-2152,Sprinkler Fitter,Installateur de gicleurs
47-2161,Ornamental Plasterer,Plâtrier ornemental
47-2161,Stucco Worker,Ouvrier en stuc
47-2161,Swimming Pool Plasterer,Plâtrier de piscine
47-2171,Post Tensioning Ironworker,Ferronnerie post-tension
47-2171,Steel Rod Buster,Tige d'acier Buster
47-2181,Hot Tar Roofer,Couvreur de goudron chaud
47-2181,Shingles Roofer,Couvreur de bardeaux
47-2181,Terra Cotta Roofer,Couvreur en terre cuite
47-2211,Heating,Chauffage
47-2211,Ventilation,Ventilation
47-2211,and Air Conditioning (HVAC) Sheet Metal Installer,et installateur de tôle de climatisation (CVC)
47-2211,Sheet Metal Former,Forme de tôlerie
47-2211,Tinsmith,Ferblantier
47-2221,Bridge Ironworker,Ferronnier bridge
47-2221,Precast Concrete Ironworker,Ferronnerie en béton préfabriqué
47-2221,Wind Turbine Erector,Erecteur d'éolienne
47-2231,Photovoltaic (PV) Installation Technician,Technicien d'installation photovoltaïque (PV)
47-2231,Solar PV Installer,Installateur solaire photovoltaïque
47-3011,Brick Carrier,Porte-briques
47-3011,Brick Washer,Laveuse de briques
47-3011,Refractory Tile Helper,Aide aux carreaux réfractaires
47-3012,Carpenter Assistant,Assistant charpentier
47-3012,Hardwood Floor Installation Helper,Aide à l'installation de planchers de bois franc
47-3013,Marine Electrician Helper,Aide électricien marin
47-3013,Stage Electrician Helper,Aide électricien de scène
47-3014,Bridge Painter Helper,Aide-peintre de pont
47-3014,Dry Plasterer Helper,Auxiliaire de plâtrier sec
47-3014,Wallpaperer Helper,Aide wallpaperer
47-3015,Industrial Gas Fitter Helper,Aide à l'installateur de gaz industriel
47-3015,Marine Pipefitter Helper,Aide tuyauteur marin
47-3015,Plumber Assistant,Assistant plombier
47-3015,Water Main Installer Helper,Aide à l'installateur principal d'eau
47-3016,Hot Tar Roofer Helper,Aide au couvreur de goudron chaud
47-3016,Shingles Roofer Helper,Aide couvreur de bardeaux
47-3016,Slate Roofer Helper,Aide couvreur d'ardoise
47-3016,Terra Cotta Roofer Helper,Aide au couvreur en terre cuite
47-3019,Cellulose Insulation Helper,Aide à l'isolation en cellulose
47-3019,Drywall Hanger Helper,Aide au cintre pour cloisons sèches
47-3019,Rod Buster Helper,Rod Buster Aide
47-3019,Terrazzo Finisher Helper,Terrazzo Finisher Helper
47-4011,Electrical Inspector,Inspecteur électrique
47-4011,Elevator Inspector,Inspecteur d'ascenseurs
47-4011,Highway Inspector,Inspecteur de la voirie
47-4011,Home Inspector,Inspecteur en bâtiment
47-4021,Elevator Mechanic,Mécanicien d'ascenseur
47-4021,Escalator Installer,Installateur d'escaliers mécaniques
47-4021,Hydraulic Elevator Constructor,Constructeur d'ascenseurs hydrauliques
47-4031,Wire Fence Builder,Constructeur de clôture en fil de fer
47-4031,Wood Fence Installer,Installateur de clôture en bois
47-4041,Asbestos Abatement Worker,Travailleur de la réduction de l'amiante
47-4041,Decontamination Worker,Travailleur en décontamination
47-4041,Irradiated Fuel Handler,Manutentionnaire de combustible irradié
47-4051,Road Patcher,Patcher routier
47-4051,Road Sign Installer,Installateur de panneaux de signalisation routière
47-4061,Rail Maintenance Worker,Préposé à l'entretien ferroviaire
47-4061,Track Repairer,Réparateur de chenilles
47-4061,Track Surfacing Machine Operator,Opérateur de machine de surfaçage de voie
47-4071,Electric Sewer Cleaning Machine Operator,Opérateur de machine de nettoyage d'égout électrique
47-4071,Septic Tank Cleaner,Nettoyeur de fosse septique
47-4071,Sewage Screen Operator,Opérateur de crible d'égout
47-4091,Concrete Pavement Installer,Installateur de chaussée en béton
47-4091,Paving Stone Installer,Installateur de pavés
47-4099,Aluminum Pool Installer,Installateur de piscine en aluminium
47-4099,Waterproofer,Imperméabilisant
47-5011,Fracturing Derrick Operator,Opérateur Derrick de fracturation
47-5011,Rotary Derrick Operator,Opérateur Rotary Derrick
47-5011,Well Service Derrick Worker,Service de puits Derrick Worker
47-5012,Fracturing Rotary Drill Operator,Opérateur de forage rotatif à fracturation
47-5012,Oil Well Cable Tool Operator,Opérateur d'outils de câble de puits de pétrole
47-5012,Oil Well Driller,Foreur de puits de pétrole
47-5013,Well Servicing Rig Operator,Opérateur de plate-forme d'entretien de puits
47-5022,Mining Bulldozer Operator,Opérateur de bulldozer minier
47-5022,Mining Shovel Operator,Opérateur de pelle minière
47-5023,Blast Hole Driller,Perceuse de trous de sablage
47-5023,Churn Driller,Foreuse à baratte
47-5023,Earth Auger Operator,Opérateur de tarière de terre
47-5032,Blast Setter,Blast Setter
47-5032,Dynamiter,Dynamiteur
47-5032,Explosive Technician,Technicien en explosifs
47-5032,Mining Powder Crew Worker,Travailleur de l'équipe de poudre minière
47-5041,Continuous Mining Machine Lode Miner,Machine d'extraction continue Lode Miner
47-5041,Continuous Mining Machine Miner,Mineur de machine d'exploitation minière continue
47-5041,Self-Propelled Mining Machine Operator,Opérateur de machine minière automotrice
47-5043,Roof Bolting Coal Miner,Mineur de charbon de boulonnage de toit
47-5043,Underground Bolting Machine Operator,Opérateur de machine de boulonnage souterraine
47-5043,Underground Roof Bolter,Boulon de toit souterrain
47-5044,Coal Hauler Operator,Opérateur de transporteur de charbon
47-5044,Coke Loader,Chargeur de coke
47-5044,Mine Shuttle Car Operator,Opérateur de voiture de navette de mine
47-5044,Mobile Bridge Conveyor Operator,Opérateur de convoyeur de pont mobile
47-5049,Long Wall Operator,Opérateur de mur long
47-5049,Long Wall Shearer,Haveuse à longue paroi
47-5049,Rock Dust Sprayer,Pulvérisateur de poussière de roche
47-5049,Underground Jumbo Driller,Foreur Jumbo souterrain
47-5051,Quarry Chop Saw Operator,Opérateur de scie à découper de carrière
47-5051,Quarry Plug and Feather Driller,Bouchon de carrière et foreur de plumes
47-5051,Sandstone Splitter,Séparateur de grès
47-5071,Gas Floorhand,Plancher de gaz
47-5071,Oil Field Roustabout,Champ pétrolifère de Roustabout
47-5071,Oil Rig Roughneck,Plate-forme pétrolière Roughneck
47-5081,Blaster Helper,Blaster Helper
47-5081,Mining Helper,Aide minière
47-5081,Roof Bolter Helper,Aide boulonneur de toit
47-5099,Mine Milling Worker,Ouvrier en meunier
47-5099,Mine Tailings Worker,Travailleur des résidus miniers
49-1011,Automobile Body Repair Supervisor,Superviseur de la réparation de carrosserie automobile
49-1011,Fleet Maintenance Supervisor,Superviseur de l'entretien de la flotte
49-1011,Railroad Car Repair Supervisor,Superviseur de la réparation de wagons de chemin de fer
49-2011,ATM Servicer,Service de guichet automatique
49-2011,Cash Register Servicer,Service de caisse enregistreuse
49-2011,Data Processing Equipment Repairer,Réparateur d'équipement de traitement de données
49-2021,Radio Frequency Technician,Technicien en radiofréquence
49-2021,Radio Mechanic,Mécanicien radio
49-2021,Two-Way Radio Technician,Technicien radio bidirectionnel
49-2022,Fiber Optic Central Office Installer,Installateur de bureau central à fibre optique
49-2022,Private Branch Exchange (PBX ) Installer and Repairer,Programme d'installation et réparateur PBX (Private Branch Exchange)
49-2091,Aircraft Electrician,Électricien d'aéronef
49-2091,Aircraft Instrument Mechanic,Mécanicien d'instruments d'aéronef
49-2091,Automatic Pilot Mechanic,Mécanicien pilote automatique
49-2092,Armature Rewinder,Enrouleur d'armature
49-2092,Electrical Parts Reconditioner,Reconditionneur de pièces électriques
49-2093,Locomotive Electrician,Électricien de locomotive
49-2093,Marine Electronics Repairer,Réparateur d'électronique marine
49-2094,Industrial Robotics Mechanic,Mécanicien en robotique industrielle
49-2094,Missile Pad Mechanic,Mécanicien de pad de missile
49-2094,Public Address System Mechanic,Mécanicien de système de sonorisation
49-2095,Power Transformer Repairer,Réparateur de transformateurs de puissance
49-2095,Powerhouse Electrician,Électricien puissant
49-2095,Relay Technician,Technicien relais
49-2096,Automotive Electrician,Électricien automobile
49-2096,Car Alarm Installer,Installateur d'alarme de voiture
49-2096,Car Stereo Installer,Installateur d'autoradio
49-2096,GPS Car Navigation Installer,Installateur de navigation de voiture GPS
49-2097,Electronic Musical Instrument Repairer,Réparateur d'instruments de musique électroniques
49-2097,Home Theater Installer,Installateur home cinéma
49-2097,Satellite Dish Installer,Installateur d'antennes paraboliques
49-2097,Wireless Internet Installer,Installateur Internet sans fil
49-2098,Burglar Alarm Installer,Installateur d'alarme antivol
49-2098,Fire Alarm Installer,Installateur d'alarme incendie
49-2098,Home Security Alarm Installer,Accueil Installateur d'alarme de sécurité
49-3011,Aircraft Engine Specialist,Spécialiste des moteurs d'avion
49-3011,Airframe Mechanic,Mécanicien de cellule
49-3011,Flight Test Mechanic,Mécanicien d'essais en vol
49-3011,Helicopter Engine Mechanic,Mécanicien de moteur d'hélicoptère
49-3021,Auto Body Customizer,Personnalisateur de carrosserie automatique
49-3021,Auto Bumper Straightener,Redresseur de pare-chocs automatique
49-3021,Truck Body Repairer,Réparateur de carrosserie de camion
49-3022,Auto Glass Mechanic,Mécanicien de verre automobile
49-3022,Automotive Glazier,Vitrier automobile
49-3022,Windshield Installer,Installateur de pare-brise
49-3023,Auto Transmission Specialist,Spécialiste de la transmission automatique
49-3023,Automotive Brake Technician,Technicien en freins automobiles
49-3023,Automotive Fuel Injection Servicer,Service d'injection de carburant automobile
49-3023,Hybrid Car Mechanic,Mécanicien de voiture hybride
49-3031,Biodiesel Engine Specialist,Spécialiste des moteurs biodiesel
49-3031,Marine Diesel Technician,Technicien diesel marin
49-3031,School Bus Mechanic,Mécanicien d'autobus scolaires
49-3031,Tractor Trailer Mechanic,Mécanicien de semi-remorque
49-3041,Combine Mechanic,Mécanicien de moissonneuse-batt
49-3041,Dairy Equipment Repairer,Réparateur d'équipement laitier
49-3041,Irrigation Equipment Mechanic,Mécanicien d'équipement d'irrigation
49-3042,Bulldozer Mechanic,Mécanicien bulldozer
49-3042,Construction Equipment Mechanic,Mécanicien d'équipement de construction
49-3042,Forklift Mechanic,Mécanicien de chariot élévateur
49-3043,Mine Car Mechanic,Mécanicien de voitures de mine
49-3043,Streetcar Repairer,Réparateur de tramway
49-3043,Subway Car Repairer,Réparateur de voitures Subway
49-3043,Trolley Car Overhauler,Révision de chariot
49-3051,Certified Marine Mechanic,Mécanicien maritime certifié
49-3051,Outboard Motor Mechanic,Mécanicien de moteur hors-bord
49-3052,All Terrain Vehicle Technician,Technicien de véhicule tout terrain
49-3052,Motor Scooter Mechanic,Mécanicien de scooter à moteur
49-3052,Motorcycle Service Technician,Technicien d'entretien de moto
49-3053,Golf Cart Mechanic,Mécanicien de voiturette de golf
49-3053,Lawn Mower Repairer,Réparateur de tondeuse à gazon
49-3053,Mobility Scooter Repairer,Réparateur de scooters de mobilité
49-3053,Power Saw Mechanic,Mécanicien de scie électrique
49-3091,Bicycle Mechanic,Mécanicien de vélo
49-3091,Bicycle Service Technician,Technicien d'entretien de vélos
49-3092,Recreational Vehicle (RV) Repairer,Réparateur de véhicules récréatifs (VR)
49-3092,RV Mechanic,Mécanicien de VR
49-3093,Tire Balancer,Équilibreur de pneus
49-3093,Tire Fixer,Fixateur de pneus
49-9011,Automatic Door Mechanic,Mécanicien de porte automatique
49-9012,Air Valve Mechanic,Mécanicien de soupapes d'air
49-9012,Gas Meter Installer,Installateur de compteurs de gaz
49-9012,Thermostat Repairer,Réparateur de thermostat
49-9021,Gas Furnace Installer,Installateur de fournaise à gaz
49-9021,Heating,Chauffage
49-9021,Ventilation,Ventilation
49-9021,and Air Conditioning (HVAC) Mechanic,et mécanicien de climatisation (CVC)
49-9021,Oil Burner Repairer,Réparateur de brûleurs à huile
49-9031,Vacuum Cleaner Repairer,Réparateur d'aspirateur
49-9031,Washing Machine Installer,Installateur de machine à laver
49-9031,Window Air Conditioner Installer,Installateur de climatiseur de fenêtre
49-9041,Boilerhouse Mechanic,Mécanicien de chaufferie
49-9041,Foundry Equipment Mechanic,Mécanicien d'équipement de fonderie
49-9041,Hydroelectric Machinery Mechanic,Mécanicien de machines hydroélectriques
49-9043,Crane Oiler,Huileur de grue
49-9044,Machinery Dismantler,Démonteur de machines
49-9044,Maintenance Millwright,Mécanicien de chantier d'entretien
49-9051,Electric Powerline Examiner,Examinateur de lignes électriques
49-9051,Electric Utility Lineworker,Monteur de ligne des services publics d'électricité
49-9051,Electrical High Tension Tester,Testeur électrique haute tension
49-9051,Electrical Lineworker,Monteur de ligne électrique
49-9052,Cable Television Installer,Installateur de télévision par câble
49-9052,FIOS Line Installer,Programme d'installation de la ligne FIOS
49-9052,Telephone Cable Splicer,Épisseur de câble téléphonique
49-9061,Aircraft Photographic Equipment Repairer,Réparateur d'équipement photographique d'aéronef
49-9061,Camera Repairer,Réparateur de caméras
49-9061,Photographic Equipment Technician,Technicien en équipement photographique
49-9062,Biomedical Equipment Technician,Technicien en équipement biomédical
49-9062,Radiology Equipment Servicer,Technicien d'équipement de radiologie
49-9062,Surgical Instrument Mechanic,Mécanicien d'instruments chirurgicaux
49-9063,Brass and Wind Instrument Repairer,Réparateur d'instruments à cuivres et à vent
49-9063,Piano Tuner,Accordeur de piano
49-9063,Violin Repairer,Réparateur de violon
49-9064,Antique Clock Repairer,Réparateur d'horloges anciennes
49-9064,Clock Repair Technician,Technicien en réparation d'horloge
49-9064,Horologist,Horloger
49-9069,Gyroscope Repairer,Réparateur de gyroscope
49-9069,Telescope Repairer,Réparateur de télescopes
49-9071,Building Maintenance Mechanic,Mécanicien d'entretien d'immeuble
49-9071,Facilities Maintenance Worker,Préposé à l'entretien des installations
49-9071,General Maintenance Worker,Préposé à l'entretien général
49-9081,Wind Energy Technician,Technicien en énergie éolienne
49-9081,Wind Turbine Mechanic,Mécanicien d'éoliennes
49-9091,Arcade Games Mechanic,Mécanique de jeux d'arcade
49-9091,Parking Meter Collector,Collecteur d'horodateurs
49-9091,Slot Machine Mechanic,Mécanicien de machines à sous
49-9091,Vending Machine Filler,Remplisseur de distributeur automatique
49-9092,Marine Diver,Plongeur marin
49-9092,Salvage Diver,Plongeur de sauvetage
49-9092,Scuba Diver,Plongeur
49-9092,Underwater Welder,Soudeur sous-marin
49-9094,Key Maker,Fabricant de clés
49-9094,Safe and Vault Installer,Installateur sécurisé et Vault
49-9094,Safe and Vault Mechanic,Mécanicien de coffre-fort et de coffre-fort
49-9095,Housetrailer Servicer,Hometrailer Servicer
49-9095,Mobile Home Mechanic,Mécanicien de maison mobile
49-9095,Mobile Home Servicer,Service de mobil-home
49-9096,Acrobatic Rigger,Gréeur acrobatique
49-9096,Crane Rigger,Gréeur de grue
49-9096,Yard Rigger,Gréeur de chantier
49-9097,Light Rail Signal Technician,Technicien en signalisation de train léger sur rail
49-9097,Rail Signal Mechanic,Mécanicien de la signalisation ferroviaire
49-9097,Third Rail Installer,Installateur de troisième rail
49-9098,Automobile Body Repairer Helper,Aide au réparateur de carrosserie automobile
49-9098,Locksmith Helper,Aide serrurier
49-9098,Motorboat Mechanic Helper,Assistant mécanicien de bateau à moteur
49-9099,Bowling Alley Mechanic,Mécanicien de bowling
49-9099,Fabric Awning Repairer,Réparateur d'auvents en tissu
49-9099,Fire Extinguisher Installer,Installateur d'extincteur
49-9099,Gasoline Pump Installer,Installateur de pompe à essence
49-9099,Gunsmith,Armurier
49-9099,Parachute Repairer,Réparateur de parachutes
49-9099,Sail Repairer,Réparateur de voiles
51-1011,Assembly Line Supervisor,Superviseur de ligne d'assemblage
51-1011,Machinist Supervisor,Superviseur machiniste
51-1011,Printing Worker Supervisor,Superviseur des travailleurs de l'impression
51-2011,Aircraft De-Icer Installer,Installateur de dégivreur d'aéronef
51-2011,Aircraft Fuselage Framer,Encadreur de fuselage d'avion
51-2011,Aircraft Riveter,Riveteur d'avion
51-2021,Coil Builder,Constructeur de bobines
51-2021,Motor Winder,Enrouleur de moteur
51-2021,Wire Coiler,Bobineur de fil
51-2022,Anode Builder,Constructeur d'anodes
51-2022,Battery Builder,Constructeur de batterie
51-2022,Circuit Board Assembler,Assembleur de carte de circuit imprimé
51-2022,Electric Motor Controls Assembler,Assembleur de commandes de moteur électrique
51-2023,Programmable Logic Controller Assembler,Assembleur de contrôleur logique programmable
51-2023,Synchronous Motor Assembler,Assembleur de moteur synchrone
51-2023,Vacuum Cleaner Assembler,Assembleur d'aspirateur
51-2023,Vending Machine Assembler,Assembleur de distributeur automatique
51-2031,Gas Turbine Assembler,Assembleur de turbine à gaz
51-2031,Machine Builder,Constructeur de machines
51-2031,Steam Turbine Assembler,Assembleur de turbine à vapeur
51-2041,Mill Beam Fitter,Monteur de poutres de fraisage
51-2041,Protector Plate Attacher,Attache de plaque de protection
51-2051,Fiberglass Boat Builder,Constructeur de bateaux en fibre de verre
51-2051,Fiberglass Ski Maker,Fabricant de skis en fibre de verre
51-2061,Digital Watch Assembler,Assembleur de montres numériques
51-2061,Electrical Timing Device Adjuster,Régulateur de dispositif de synchronisation électrique
51-2061,Marine Chronometer Assembler,Assembleur de chronomètre de marine
51-2092,Lead Team Assembler,Assembleur d'équipe principal
51-2092,Team Assembly Line Machine Operator,Opérateur de machine de chaîne de montage d'équipe
51-2092,Team Automobile Assembler,Assembleur automobile de l'équipe
51-2099,Air Bag Builder,Constructeur de coussins gonflables
51-2099,Crate Builder,Constructeur de caisses
51-2099,Doll Maker,Fabricant de poupées
51-3011,Bagel Maker,Fabricant de bagels
51-3011,Bread Baker,Boulanger de pain
51-3011,Pastry Finisher,Finisseur de pâtisserie
51-3021,Butcher Apprentice,Apprenti boucher
51-3021,Kosher Butcher,Boucher casher
51-3021,Meat Carver,Sculpteur de viande
51-3021,Meat Counter Worker,Travailleur de comptoir de viande
51-3022,Fish Filleter,Remplisseur de poisson
51-3022,Oyster Shucker,Huître Shucker
51-3022,Poultry Eviscerator,Éviscérateur de volaille
51-3022,Shrimp Picker,Cueilleur de crevettes
51-3023,Halal Meat Packer,Emballeur de viande halal
51-3023,Poultry Slaughterer,Abatteur de volailles
51-3023,Shochet,Shochet
51-3091,Coffee Roaster,Torréfacteur de café
51-3091,Fish Smoker,Fumeur de poisson
51-3091,Meat Curer,Carrossier
51-3091,Smokehouse Worker,Travailleur de fumoir
51-3092,Frozen Yogurt Maker,Yaourtière glacée
51-3092,Honey Blender,Mélangeur de miel
51-3092,Peanut Butter Maker,Fabricant de beurre d'arachide
51-3093,Doughnut Machine Operator,Opérateur de machine à beignets
51-3093,Dumpling Machine Operator,Opérateur de machine à boulettes
51-3093,Potato Chip Frier,Chips Frier
51-3099,Olive Pitter,Olive Pitter
51-3099,Poultry Hanger,Cintre de volaille
51-3099,Yeast Maker,Fabricant de levure
51-4021,Wire Drawing Machine Tender,Appel d'offres pour machine à tréfiler
51-4022,Cold Header Operator,Opérateur d'en-tête froid
51-4022,Forging Roll Operator,Opérateur de rouleau de forgeage
51-4022,Spike Machine Operator,Opérateur de machine Spike
51-4022,Swager Operator,Opérateur Swager
51-4023,Brass Roller,Rouleau en laiton
51-4023,Forming Roll Operator,Opérateur de rouleau de formage
51-4023,Plastic Straightening Roll Operator,Opérateur de rouleau de redressement en plastique
51-4023,Steel Roller,Rouleau en acier
51-4031,Crimping Machine Operator for Metal,Opérateur de machine à sertir pour le métal
51-4031,Metal Punch Press Operator,Opérateur de presse à poinçonner en métal
51-4031,Metal Slitter,Fente métallique
51-4032,Boring Mill Operator for Metal,Opérateur de broyeur d'alésage pour métal
51-4032,Drill Press Operator for Metal,Opérateur de perceuse pour métal
51-4032,Radial Drill Press Operator for Plastic,Opérateur de perceuse radiale pour plastique
51-4033,Aluminum Polisher,Polisseur d'aluminium
51-4033,Jewel Bearing Facer,Facer de roulement de bijou
51-4033,Metal Grinder,Broyeur de métal
51-4033,Tool Polishing Machine Operator,Opérateur de machine de polissage d'outils
51-4034,Engine Lathe Operator,Opérateur de tour moteur
51-4034,Gear Cutter,Cutter à engrenages
51-4034,Screw Machine Operator,Opérateur de machine à vis
51-4035,Metal Milling Machine Operator,Opérateur de fraiseuse de métaux
51-4035,Plastic Thread Milling Machine Setup Operator,Opérateur de configuration de la fraiseuse à filetage en plastique
51-4041,Automotive Machinist,Machiniste automobile
51-4041,Gear Machinist,Machiniste d'engrenages
51-4041,Production Machinist,Machiniste de production
51-4051,Electric Arc Furnace Operator,Opérateur de four à arc électrique
51-4051,Smelter Operator,Opérateur de fonderie
51-4052,Ingot Caster,Lingot Caster
51-4052,Molten Iron Pourer,Verseur de fer fondu
51-4052,Steel Pourer,Poureur d'acier
51-4061,Metal Mockup Maker,Créateur de maquettes en métal
51-4061,Plastic Jig and Fixture Builder,Gabarit en plastique et constructeur de luminaires
51-4071,Airset Caster,Airset Caster
51-4071,Green Sand Molder,Mouleur de sable vert
51-4071,Wax Pattern Coater,Coater à motifs de cire
51-4072,Aluminum Molding Machine Operator,Opérateur de machine de moulage d'aluminium
51-4072,Blow Mold Operator,Opérateur de moule de soufflage
51-4072,Plastic Cup Fabricating Machine Operator,Opérateur de machine de fabrication de gobelets en plastique
51-4081,Combination Machine Tool Operator,Opérateur de machine-outil combiné
51-4081,Multi-operation Forming Machine Setter,Régleur de machines de formage multi-opérations
51-4111,Jig Bore Tool Maker,Fabricant d'outils jig Bore
51-4111,Metal Die Finisher,Finisseur de matrice métallique
51-4111,Metal Gauge Maker,Fabricant de jauges métalliques
51-4121,Arc Welder,Soudeur à l'arc
51-4121,Cutting Torch Operator,Opérateur de torche de coupe
51-4121,Pipe Welder,Soudeur de tuyaux
51-4121,Silver Solderer,Solderer d'argent
51-4122,Electron Beam Welder Setter,Soudeur à faisceau d'électrons
51-4122,Ultrasonic Welding Machine Operator,Opérateur de machine de soudage par ultrasons
51-4191,Annealing Furnace Operator,Opérateur de four de recuit
51-4191,Induction Machine Setter,Régleur de machine à induction
51-4191,Wire Temperer,Tempéreur de fil
51-4192,Shipfitter Apprentice,Apprenti monteur de navires
51-4193,Anodizer,Anodizer
51-4193,Galvanizer,Galvaniseur
51-4193,Nickel Plater,Nickel Plater
51-4194,Tool Grinding Machine Operator,Opérateur de rectifieuse d'outils
51-4199,Electrical Discharge Machine Setup Operator,Opérateur de configuration de la machine à décharge électrique
51-4199,Metal Rivet Machine Operator,Opérateur de machine à rivets métalliques
51-4199,Tin Recovery Worker,Travailleur de récupération d'étain
51-5111,Digital Proofing and Platemaker,Épreuvage numérique et fabricant de plaques
51-5111,Photoengraver,Photograveur
51-5111,Plate Mounter,Monteur de plaque
51-5112,Gravure Press Operator,Opérateur de presse héliogravure
51-5112,Offset Press Operator,Opérateur de presse offset
